disease_set,disease,experiment
schizophrenia,schizophrenia,dz:855
schizophrenia,schizophrenia,dz:891
schizophrenia,schizophrenia,dz:892
schizophrenia,Schizophrenia,dz:226
schizophrenia,Schizophrenia,dz:261
sebaceous gland disease,acne,dz:297
sebaceous gland disease,acne,dz:459
secondary hypertension,hypertension,dz:400
secondary hypertension,nephrosclerosis,dz:905
segmental dystonia,dystonia,dz:329
sensory system cancer,familial hypercholesterolemia,dz:907
sensory system cancer,familial hypercholesterolemia,dz:908
sensory system cancer,familial hypercholesterolemia,dz:909
sensory system cancer,familial hypercholesterolemia,dz:910
sensory system cancer,retinoblastoma,dz:455
sensory system cancer,salivary gland adenoid cystic carcinoma,dz:511
sensory system disease,Acute Lung Injury,dz:152
sensory system disease,Acute Lung Injury,dz:168
sensory system disease,allergic contact dermatitis,dz:925
sensory system disease,allergic contact dermatitis,dz:926
sensory system disease,allergic contact dermatitis,dz:927
sensory system disease,allergic contact dermatitis,dz:928
sensory system disease,APECED - Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy,dz:6
sensory system disease,Carcinoma in situ of large intestine,dz:190
sensory system disease,Crohn's disease,dz:757
sensory system disease,Crohn's disease,dz:758
sensory system disease,cystic fibrosis,dz:1055
sensory system disease,cystic fibrosis,dz:1056
sensory system disease,cystic fibrosis,dz:1057
sensory system disease,cystic fibrosis,dz:138
sensory system disease,cystic fibrosis,dz:428
sensory system disease,cystic fibrosis,dz:65
sensory system disease,cystic fibrosis,dz:833
sensory system disease,diabetic neuropathy,dz:7
sensory system disease,diabetic retinopathy,dz:911
sensory system disease,discoid lupus erythematosus,dz:689
sensory system disease,familial hypercholesterolemia,dz:907
sensory system disease,familial hypercholesterolemia,dz:908
sensory system disease,familial hypercholesterolemia,dz:909
sensory system disease,familial hypercholesterolemia,dz:910
sensory system disease,glaucoma,dz:260
sensory system disease,glaucoma,dz:486
sensory system disease,glaucoma,dz:487
sensory system disease,glaucoma,dz:488
sensory system disease,glaucoma,dz:489
sensory system disease,glaucoma,dz:490
sensory system disease,glaucoma,dz:491
sensory system disease,Huntington's disease,dz:466
sensory system disease,Huntington's disease,dz:527
sensory system disease,Huntington's disease,dz:528
sensory system disease,Huntington's disease,dz:632
sensory system disease,Huntington's disease,dz:671
sensory system disease,Huntington's disease,dz:702
sensory system disease,Huntington's disease,dz:703
sensory system disease,Huntington's disease,dz:717
sensory system disease,Huntington's disease,dz:718
sensory system disease,Huntington's disease,dz:719
sensory system disease,Huntington's disease,dz:720
sensory system disease,Huntington's disease,dz:722
sensory system disease,Huntington's disease,dz:723
sensory system disease,Huntington's disease,dz:724
sensory system disease,Huntington's disease,dz:725
sensory system disease,Huntington's disease,dz:726
sensory system disease,Huntington's disease,dz:727
sensory system disease,Huntington's disease,dz:728
sensory system disease,Huntington's disease,dz:929
sensory system disease,Huntington's disease,dz:930
sensory system disease,Huntington's disease,dz:931
sensory system disease,hypertension,dz:400
sensory system disease,inclusion body myositis,dz:706
sensory system disease,lupus erythematosus,dz:739
sensory system disease,macular degeneration,dz:46
sensory system disease,Meningococcal infection,dz:347
sensory system disease,motor neuritis,dz:104
sensory system disease,multiple myeloma,dz:561
sensory system disease,multiple myeloma,dz:707
sensory system disease,multiple myeloma,dz:787
sensory system disease,multiple myeloma,dz:955
sensory system disease,Niemann-Pick disease,dz:469
sensory system disease,retinoblastoma,dz:455
sensory system disease,Rett syndrome,dz:390
sensory system disease,Rhinovirus infection,dz:324
sensory system disease,Rift Valley fever,dz:875
sensory system disease,Rift Valley fever,dz:876
sensory system disease,Rotavirus infection of children,dz:43
sensory system disease,salivary gland adenoid cystic carcinoma,dz:511
sensory system disease,Septic Shock,dz:307
sensory system disease,Setleis syndrome,dz:285
sensory system disease,Sjogren's syndrome,dz:888
sensory system disease,Sjogren's syndrome,dz:890
sensory system disease,Streptococcal tonsillitis,dz:263
sensory system disease,Treacher Collins syndrome,dz:480
sensory system disease,ulcerative colitis,dz:249
sensory system disease,ulcerative colitis,dz:454
sensory system disease,ulcerative colitis,dz:710
sensory system disease,ulcerative colitis,dz:759
sensory system disease,ulcerative colitis,dz:760
sensory system disease,ulcerative colitis,dz:810
sensory system disease,ulcerative colitis,dz:923
sensory system disease,ulcerative colitis,dz:924
sensory system disease,West Nile fever,dz:874
sensory system disease,Wilson disease,dz:966
severe combined immunodeficiency,severe combined immunodeficiency,dz:201
sexual disorder,autistic disorder,dz:1042
sexual disorder,autistic disorder,dz:1043
sexual disorder,autistic disorder,dz:1045
sideroblastic anemia,sickle cell anemia,dz:109
sideroblastic anemia,sickle cell anemia,dz:481
sideroblastic anemia,sickle cell anemia,dz:505
sideroblastic anemia,sickle cell anemia,dz:506
sideroblastic anemia,sickle cell anemia,dz:507
skin benign neoplasm,pancreatic intraductal papillary-mucinous adenoma,dz:608
skin disease,acne,dz:297
skin disease,acne,dz:459
skin disease,atopic dermatitis,dz:509
skin disease,atopic dermatitis,dz:857
skin disease,childhood type dermatomyositis,dz:771
skin disease,childhood type dermatomyositis,dz:772
skin disease,chronic obstructive pulmonary disease,dz:36
skin disease,dermatomyositis,dz:334
skin disease,dermatomyositis,dz:705
skin disease,discoid lupus erythematosus,dz:689
skin disease,ductal carcinoma in situ,dz:605
skin disease,epidermolysis bullosa simplex,dz:711
skin disease,glioblastoma multiforme,dz:862
skin disease,glioblastoma multiforme,dz:863
skin disease,in situ carcinoma,dz:655
skin disease,lupus erythematosus,dz:739
skin disease,pancreatic intraductal papillary-mucinous adenoma,dz:608
skin disease,progeria,dz:984
skin disease,psoriasis,dz:690
skin disease,psoriasis,dz:754
skin disease,psoriasis,dz:819
skin disease,psoriasis,dz:820
skin disease,psoriasis,dz:821
skin disease,psoriasis,dz:822
skin disease,psoriasis,dz:823
skin disease,psoriasis,dz:824
skin disease,psoriasis,dz:836
skin disease,psoriasis,dz:837
skin disease,Psoriasis vulgaris,dz:35
skin disease,Psoriasis vulgaris,dz:444
skin disease,Psoriasis vulgaris,dz:93
skin disease,pulmonary sarcoidosis,dz:916
skin disease,sarcoidosis,dz:708
skin disease,Streptococcal tonsillitis,dz:263
skin disease,systemic lupus erythematosus,dz:450
skin disease,systemic lupus erythematosus,dz:816
skin disease,Urothelial carcinoma in situ,dz:229
skin disease,urticaria,dz:815
sleep apnea,Obstructive sleep apnea,dz:217
sleep disorder,Obstructive sleep apnea,dz:217
small intestine cancer,colorectal adenocarcinoma,dz:1070
small intestine cancer,colorectal adenocarcinoma,dz:595
smooth muscle cancer,Lung Injury,dz:67
smooth muscle cancer,Lung transplant rejection,dz:66
somatoform disorder,autistic disorder,dz:1042
somatoform disorder,autistic disorder,dz:1043
somatoform disorder,autistic disorder,dz:1045
somatoform disorder,bipolar disorder,dz:107
somatoform disorder,bipolar disorder,dz:181
somatoform disorder,bipolar disorder,dz:302
somatoform disorder,bipolar disorder,dz:461
somatoform disorder,bipolar disorder,dz:544
somatoform disorder,bipolar disorder,dz:570
somatoform disorder,bipolar disorder,dz:572
somatoform disorder,bipolar disorder,dz:573
somatoform disorder,bipolar disorder,dz:770
spastic cerebral palsy,cerebral palsy,dz:503
spastic cerebral palsy,cerebral palsy,dz:877
spastic cerebral palsy,cerebral palsy,dz:878
spastic cerebral palsy,cerebral palsy,dz:912
spastic cerebral palsy,cerebral palsy,dz:913
specific developmental disorder,autism spectrum disorder,dz:1021
specific developmental disorder,autism spectrum disorder,dz:1022
specific developmental disorder,autism spectrum disorder,dz:1023
specific developmental disorder,autism spectrum disorder,dz:1024
specific developmental disorder,autism spectrum disorder,dz:1025
specific developmental disorder,autism spectrum disorder,dz:1026
specific developmental disorder,autism spectrum disorder,dz:1027
specific developmental disorder,autism spectrum disorder,dz:1028
specific developmental disorder,autism spectrum disorder,dz:1029
specific developmental disorder,autism spectrum disorder,dz:1030
specific developmental disorder,autism spectrum disorder,dz:1032
specific developmental disorder,autism spectrum disorder,dz:1036
specific developmental disorder,autism spectrum disorder,dz:1037
specific developmental disorder,autism spectrum disorder,dz:1038
specific developmental disorder,autism spectrum disorder,dz:464
specific developmental disorder,autistic disorder,dz:1042
specific developmental disorder,autistic disorder,dz:1043
specific developmental disorder,autistic disorder,dz:1045
specific developmental disorder,bipolar disorder,dz:107
specific developmental disorder,bipolar disorder,dz:181
specific developmental disorder,bipolar disorder,dz:302
specific developmental disorder,bipolar disorder,dz:461
specific developmental disorder,bipolar disorder,dz:544
specific developmental disorder,bipolar disorder,dz:570
specific developmental disorder,bipolar disorder,dz:572
specific developmental disorder,bipolar disorder,dz:573
specific developmental disorder,bipolar disorder,dz:770
specific developmental disorder,congestive heart failure,dz:273
specific developmental disorder,fetal alcohol spectrum disorder,dz:525
specific developmental disorder,fetal alcohol spectrum disorder,dz:526
specific developmental disorder,intellectual disability,dz:1044
specific developmental disorder,intellectual disability,dz:1047
specific developmental disorder,morbid obesity,dz:583
specific developmental disorder,Nicotine addiction,dz:325
specific developmental disorder,obesity,dz:154
specific developmental disorder,obesity,dz:236
specific developmental disorder,Turner syndrome,dz:1059
specific developmental disorder,Wilson disease,dz:966
speech disorder,autistic disorder,dz:1042
speech disorder,autistic disorder,dz:1043
speech disorder,autistic disorder,dz:1045
speech disorder,bipolar disorder,dz:107
speech disorder,bipolar disorder,dz:181
speech disorder,bipolar disorder,dz:302
speech disorder,bipolar disorder,dz:461
speech disorder,bipolar disorder,dz:544
speech disorder,bipolar disorder,dz:570
speech disorder,bipolar disorder,dz:572
speech disorder,bipolar disorder,dz:573
speech disorder,bipolar disorder,dz:770
sphingolipidosis,Niemann-Pick disease,dz:469
spinal cancer,glioblastoma multiforme,dz:862
spinal cancer,glioblastoma multiforme,dz:863
spinal cancer,oligodendroglioma,dz:859
spinal cord disease,glioblastoma multiforme,dz:862
spinal cord disease,glioblastoma multiforme,dz:863
spinal cord disease,oligodendroglioma,dz:859
spinal cord disease,prostate cancer,dz:48
spinal cord disease,prostate cancer,dz:485
spinal cord disease,prostate cancer,dz:603
spinal cord disease,prostate cancer,dz:866
spinal cord disease,prostate cancer,dz:990
spinal cord disease,prostate cancer,dz:991
spinal cord glioma,glioblastoma multiforme,dz:862
spinal cord glioma,glioblastoma multiforme,dz:863
spinal cord glioma,oligodendroglioma,dz:859
spinal disease,Turner syndrome,dz:1059
splenic disease,congestive heart failure,dz:273
spondylitis,ankylosing spondylitis,dz:202
spondyloarthropathy,ankylosing spondylitis,dz:202
spotted fever,Meningococcal infection,dz:347
spotted fever,Rhinovirus infection,dz:324
squamous cell carcinoma,esophagus squamous cell carcinoma,dz:607
squamous cell carcinoma,esophagus squamous cell carcinoma,dz:658
squamous cell carcinoma,head and neck squamous cell carcinoma,dz:458
squamous cell carcinoma,invasive ductal carcinoma,dz:606
squamous cell carcinoma,invasive ductal carcinoma,dz:626
squamous cell carcinoma,nasopharynx carcinoma,dz:613
squamous cell carcinoma,nasopharynx carcinoma,dz:774
squamous cell carcinoma,nasopharynx carcinoma,dz:775
squamous cell carcinoma,nasopharynx carcinoma,dz:776
squamous cell carcinoma,nasopharynx carcinoma,dz:777
squamous cell carcinoma,nasopharynx carcinoma,dz:778
squamous cell carcinoma,nasopharynx carcinoma,dz:808
squamous cell carcinoma,ovarian serous carcinoma,dz:755
squamous cell carcinoma,pancreatic ductal adenocarcinoma,dz:604
squamous cell carcinoma,pancreatic ductal adenocarcinoma,dz:698
squamous cell carcinoma,Squamous cell carcinoma of mouth,dz:295
squamous cell carcinoma,thymic carcinoma,dz:344
squamous cell carcinoma,thymic carcinoma,dz:985
stomach cancer,monoclonal gammopathy of uncertain significance,dz:563
stomach cancer,nasopharynx carcinoma,dz:613
stomach cancer,nasopharynx carcinoma,dz:774
stomach cancer,nasopharynx carcinoma,dz:775
stomach cancer,nasopharynx carcinoma,dz:776
stomach cancer,nasopharynx carcinoma,dz:777
stomach cancer,nasopharynx carcinoma,dz:778
stomach cancer,nasopharynx carcinoma,dz:808
stomach cancer,Squamous cell carcinoma of mouth,dz:295
stomach cancer,stomach cancer,dz:553
stomach carcinoma,monoclonal gammopathy of uncertain significance,dz:563
stomach carcinoma,Squamous cell carcinoma of mouth,dz:295
stomach carcinoma,stomach cancer,dz:553
stomach disease,alcoholic hepatitis,dz:477
stomach disease,APECED - Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy,dz:6
stomach disease,Cardiac Hypertrophy,dz:5
stomach disease,Cardiac Hypertrophy,dz:51
stomach disease,Down syndrome,dz:105
stomach disease,Down syndrome,dz:1062
stomach disease,Down syndrome,dz:1063
stomach disease,Down syndrome,dz:277
stomach disease,Down syndrome,dz:529
stomach disease,ductal carcinoma in situ,dz:605
stomach disease,in situ carcinoma,dz:655
stomach disease,monoclonal gammopathy of uncertain significance,dz:563
stomach disease,myelodysplastic syndrome,dz:747
stomach disease,myelodysplastic syndrome,dz:748
stomach disease,myelodysplastic syndrome,dz:749
stomach disease,myelodysplastic syndrome,dz:750
stomach disease,myelodysplastic syndrome,dz:812
stomach disease,nasopharynx carcinoma,dz:613
stomach disease,nasopharynx carcinoma,dz:774
stomach disease,nasopharynx carcinoma,dz:775
stomach disease,nasopharynx carcinoma,dz:776
stomach disease,nasopharynx carcinoma,dz:777
stomach disease,nasopharynx carcinoma,dz:778
stomach disease,nasopharynx carcinoma,dz:808
stomach disease,Rett syndrome,dz:390
stomach disease,Setleis syndrome,dz:285
stomach disease,Sjogren's syndrome,dz:888
stomach disease,Sjogren's syndrome,dz:890
stomach disease,Squamous cell carcinoma of mouth,dz:295
stomach disease,stomach cancer,dz:553
stomach disease,Treacher Collins syndrome,dz:480
stomach disease,Turner syndrome,dz:1059
stomach disease,Urothelial carcinoma in situ,dz:229
stomach disease,Williams-Beuren syndrome,dz:903
stomach disease,Wolfram syndrome,dz:457
stomach disease,Wolfram syndrome,dz:694
stomach disease,Wolfram syndrome,dz:695
stomatitis,ulcerative colitis,dz:249
stomatitis,ulcerative colitis,dz:454
stomatitis,ulcerative colitis,dz:710
stomatitis,ulcerative colitis,dz:759
stomatitis,ulcerative colitis,dz:760
