mgi_symbol,hgnc_symbol
Igsf9b,IGSF9B
Foxe3,FOXE3
Gm24468,RNU6-939P
Ltbp1,LTBP1
Gm24602,RNU6-1225P
Gm23786,SNORA50D
Trav12n-1,TRAV18
Atp8b2,ATP8B2
Gm25622,RNU6-711P
Gm22059,SNORD124
Sestd1,SESTD1
Gm23467,RNU1-86P
Gm23467,RNU1-40P
Gm23467,RNU1-128P
Gm23467,RNU1-107P
Gm23467,RNU1-97P
Gm23467,RNU1-48P
Gm23467,RNU1-41P
Gm23467,RNU1-95P
Gm13089,PRAMEF12
Gm13089,PRAMEF1
Gm13089,PRAMEF11
Gm13089,PRAMEF2
Gm13089,PRAMEF6
Gm13089,PRAMEF7
Gm13089,PRAMEF10
Gm13089,PRAMEF4
Gm13089,PRAMEF27
Gm13089,PRAMEF25
Gm13089,PRAMEF26
Gm13089,PRAMEF9
Gm13089,PRAMEF13
Gm13089,PRAMEF18
Gm13089,PRAMEF5
Gm13089,PRAMEF14
Gm13089,PRAMEF15
Gm13089,PRAMEF8
Gm13089,PRAMEF33
Gm13089,PRAMEF19
Gm13089,PRAMEF17
Gm13089,PRAMEF20
Hoxa6,HOXA6
Ldlrad1,LDLRAD1
Gm25966,RNA5SP108
Dicer1,DICER1
Zscan2,ZSCAN2
Gm27782,PVT1
Ms4a10,MS4A10
Pstpip1,PSTPIP1
Ccer1,CCER1
Asic5,ASIC5
Gm24698,SNORA3A
Colca2,COLCA2
Ezr,EZR
Col4a1,COL4A1
Gm22974,RNU6-367P
Gm22974,RNU6-126P
Gm22974,RNU6-947P
Gm13128,PRAMEF12
Gm13128,PRAMEF1
Gm13128,PRAMEF11
Gm13128,PRAMEF2
Gm13128,PRAMEF6
Gm13128,PRAMEF7
Gm13128,PRAMEF10
Gm13128,PRAMEF4
Gm13128,PRAMEF27
Gm13128,PRAMEF25
Gm13128,PRAMEF26
Gm13128,PRAMEF9
Gm13128,PRAMEF13
Gm13128,PRAMEF18
Gm13128,PRAMEF5
Gm13128,PRAMEF14
Gm13128,PRAMEF15
Gm13128,PRAMEF8
Gm13128,PRAMEF33
Gm13128,PRAMEF19
Gm13128,PRAMEF17
Gm13128,PRAMEF20
Selenbp1,SELENBP1
Gm25295,RN7SKP155
Yeats2,YEATS2
Sirt4,SIRT4
Slc25a31,SLC25A31
Gm24149,RNU6-80P
Rnu3a,SNORD3D
n-R5s169,RNA5SP47
Hdac2,HDAC2
Gpc2,GPC2
Sds,SDS
Foxc2,FOXC2
Cmpk1,CMPK1
Scarf2,SCARF2
Eogt,EOGT
Slc16a4,SLC16A4
Nt5dc3,NT5DC3
BC029722,MMP24OS
Gbp10,GBP6
Gm25332,RNU6-808P
Gm25332,RNU6-426P
Fam84b,FAM84B
Them5,THEM5
Abca4,ABCA4
Gm24841,RN7SKP82
Gm42674,S100A3
Rps26,RPS26
Cpm,CPM
Trav6-7-dv9,TRAV9-2
Drd5,DRD5
Arhgap10,ARHGAP10
Acsf2,ACSF2
Gm22270,SNORA66
Zmpste24,ZMPSTE24
Intu,INTU
Lrrc8c,LRRC8C
Scarna8,SCARNA8
Gm23639,SNORA13
Epha8,EPHA8
Spata5,SPATA5
Cnga1,CNGA1
Dpp6,DPP6
Mnx1,MNX1
Nedd1,NEDD1
Gm25431,RNU6-29P
Ubr1,UBR1
Gm25839,RNU6-969P
Gm25839,RNU6-1339P
Gm25839,RNU6-457P
Gm24524,RNU1-68P
Gm24524,RNU1-49P
Gm24524,RNU1-143P
Gm24524,RNU1-6P
Gm24524,RNU1-5P
n-R5s165,RNA5SP428
Nploc4,NPLOC4
Vti1a,VTI1A
Zfp691,ZNF691
Fam13a,FAM13A
H2afx,H2AFX
Stard13,STARD13
Cst9,CST9
Gm24019,RNU6-7
Tspan2,TSPAN2
Gm24285,RNU6-1169P
Fnip2,FNIP2
Gm23662,RNA5SP189
Bpifb2,BPIFB2
P2rx2,P2RX2
Cmtm7,CMTM7
Anks3,ANKS3
Hsd3b5,HSD3B2
Hsd3b5,HSD3B1
Gm26418,SNORA10
Gm26418,SNORA10B
Tmem9b,TMEM9B
Pdlim3,PDLIM3
Gm37240,ARFIP1
Poc1b,POC1B
Snx7,SNX7
S100a1,S100A1
n-R5s209,RNA5SP455
P3h1,P3H1
Snord34,SNORD34
Trav6-6,TRAV9-2
Snx10,SNX10
Mindy1,MINDY1
Gm24514,RN7SL674P
Gm24438,SNORA9B
Gm22793,RN7SKP212
Fam19a4,FAM19A4
Cyp46a1,CYP46A1
S100a5,S100A5
Gm25696,RNU6-545P
Camk2n2,CAMK2N2
Phlpp2,PHLPP2
Ddx60,DDX60
Gm22986,SNORA61
Sema4b,SEMA4B
Trav13d-2,TRAV22
Gm22451,RNU2-63P
Erich6,ERICH6
Sf3b4,SF3B4
Ufsp2,UFSP2
Msto1,MSTO1
Gm49358,NT5DC3
Trav8d-2,TRAV17
Gm24893,RN7SKP243
Gm24893,RN7SKP286
Gm24893,RN7SKP257
Gm24893,RN7SKP97
Gm24893,RN7SKP134
Snord4a,SNORD4A
Anxa3,ANXA3
Als2cr12,ALS2CR12
Spry1,SPRY1
Tcl1b3,TCL1B
Dennd6b,DENND6B
Ttc4,TTC4
Gm22618,RNU6-14P
Exosc9,EXOSC9
Gm23625,RNU6-194P
Gm23625,RNU6-817P
2900011O08Rik,C16orf45
Ptgfrn,PTGFRN
Gm13043,PRAMEF12
Gm13043,PRAMEF1
Gm13043,PRAMEF11
Gm13043,PRAMEF2
Gm13043,PRAMEF6
Gm13043,PRAMEF7
Gm13043,PRAMEF10
Gm13043,PRAMEF4
Gm13043,PRAMEF27
Gm13043,PRAMEF25
Gm13043,PRAMEF26
Gm13043,PRAMEF9
Gm13043,PRAMEF13
Gm13043,PRAMEF18
Gm13043,PRAMEF5
Gm13043,PRAMEF14
Gm13043,PRAMEF15
Gm13043,PRAMEF8
Gm13043,PRAMEF33
Gm13043,PRAMEF19
Gm13043,PRAMEF17
Gm13043,PRAMEF20
Gk2,GK2
Igfbpl1,IGFBPL1
Adgrl2,ADGRL2
Ifnar1,IFNAR1
Zfp592,ZNF592
Gm3106,PRAMEF12
Gm3106,PRAMEF1
Gm3106,PRAMEF11
Gm3106,PRAMEF2
Gm3106,PRAMEF6
Gm3106,PRAMEF7
Gm3106,PRAMEF10
Gm3106,PRAMEF4
Gm3106,PRAMEF27
Gm3106,PRAMEF25
Gm3106,PRAMEF26
Gm3106,PRAMEF9
Gm3106,PRAMEF13
Gm3106,PRAMEF18
Gm3106,PRAMEF5
Gm3106,PRAMEF14
Gm3106,PRAMEF15
Gm3106,PRAMEF8
Gm3106,PRAMEF33
Gm3106,PRAMEF19
Gm3106,PRAMEF17
Gm3106,PRAMEF20
Kank4,KANK4
Fga,FGA
Tinagl1,TINAGL1
Gm24139,RN7SKP166
Gm24139,RN7SKP245
Tmod4,TMOD4
Hsp90b1,HSP90B1
Zp1,ZP1
Nudc,NUDC
Gm22676,SNORA11F
Gm22676,SNORA11C
Gm23981,RNU6-1027P
Gm23981,RNU6-82P
Ropn1,ROPN1
Gm7075,RNF7
Gm24453,SNORA108
Gm24453,SNORD28
Gm24453,SNORD28B
Gm22779,RNU6-291P
Rprd2,RPRD2
Tmem56,TMEM56
Tmem56,TMEM56-RWDD3
Thra,THRA
Crnn,CRNN
n-R5s143,RNA5S16
Gpr87,GPR87
Gm22675,RNU6-377P
Ifnl2,IFNL3
Ifnl2,IFNL2
Tgm7,TGM7
Cxcl10,CXCL10
Cachd1,CACHD1
Mfsd8,MFSD8
Gm22951,RNU6-76P
Gm22951,RNU6-1235P
Gm22951,RNU6-498P
Gm22951,RNU6-331P
Snord38a,SNORD38A
Alpk2,ALPK2
n-R5s86,RNA5SP203
n-R5s86,RNA5SP207
n-R5s86,RNA5SP218
n-R5s86,RNA5SP396
n-R5s86,RNA5SP278
n-R5s86,RNA5SP479
n-R5s86,RNA5SP65
Gm22220,RNU1-63P
Gm22220,RNU1-42P
Gm25968,RNU6-1082P
Gm24419,RN7SKP155
Tmem140,TMEM140
Gm22620,SNORA1B
Gm22620,SNORA1
Zfyve9,ZFYVE9
Gm22354,SNORD58B
Armc9,ARMC9
Gm26105,RNU2-47P
Gm24763,RNU2-44P
Ahcyl2,AHCYL2
Fbxo17,FBXO17
Epyc,EPYC
Nfyb,NFYB
Gm26315,RN7SKP281
Glb1l3,GLB1L3
Crabp1,CRABP1
Gm22078,RNU6-530P
Sema6c,SEMA6C
Jak1,JAK1
n-R5s77,RNA5SP95
Gm22985,RNU4-5P
Trav12-3,TRAV18
P2ry12,P2RY12
Srsf9,SRSF9
Pik3ca,PIK3CA
Ubtfl1,UBTFL1
Snord16a,SNORD16
Rangap1,RANGAP1
Kazn,KAZN
S100a13,S100A13
Farp2,FARP2
Hs3st5,HS3ST5
Pi4kb,PI4KB
Gm26461,RN7SL237P
Gm24765,RNU6-831P
Rab43,RAB43
Ppan,PPAN
Ppan,PPAN-P2RY11
Gbp9,GBP6
Gm23355,RNU6-18P
Gm23355,RNU6-17P
Sun5,SUN5
Ccdc163,CCDC163
Eefsec,EEFSEC
Tmem247,TMEM247
Ric8b,RIC8B
C87414,PRAMEF12
C87414,PRAMEF1
C87414,PRAMEF11
C87414,PRAMEF2
C87414,PRAMEF6
C87414,PRAMEF7
C87414,PRAMEF10
C87414,PRAMEF4
C87414,PRAMEF27
C87414,PRAMEF25
C87414,PRAMEF26
C87414,PRAMEF9
C87414,PRAMEF13
C87414,PRAMEF18
C87414,PRAMEF5
C87414,PRAMEF14
C87414,PRAMEF15
C87414,PRAMEF8
C87414,PRAMEF33
C87414,PRAMEF19
C87414,PRAMEF17
C87414,PRAMEF20
C1qc,C1QC
Syt10,SYT10
Gm22528,RNU6-380P
Nr0b2,NR0B2
Gal3st2b,GAL3ST2
Ccdc110,CCDC110
Gm22384,RNU6-257P
Steap3,STEAP3
Olfr813,OR6C76
Gm23773,RN7SKP265
Gabpb2,GABPB2
Scfd1,SCFD1
Raver2,RAVER2
Ltbp3,LTBP3
Gm24772,RNA5SP210
Cd2,CD2
Maf,MAF
Zfp654,ZNF654
Btg1-ps2,BTG1
Gm24880,RNA5SP461
Gm25097,RNU11-2P
Gm25097,RNU11-6P
Tesc,TESC
Dnajc8,DNAJC8
Qpctl,QPCTL
Gm24971,RNA5SP84
Hyal3,HYAL3
B020004J07Rik,PRAMEF12
B020004J07Rik,PRAMEF1
B020004J07Rik,PRAMEF11
B020004J07Rik,PRAMEF2
B020004J07Rik,PRAMEF6
B020004J07Rik,PRAMEF7
B020004J07Rik,PRAMEF10
B020004J07Rik,PRAMEF4
B020004J07Rik,PRAMEF27
B020004J07Rik,PRAMEF25
B020004J07Rik,PRAMEF26
B020004J07Rik,PRAMEF9
B020004J07Rik,PRAMEF13
B020004J07Rik,PRAMEF18
B020004J07Rik,PRAMEF5
B020004J07Rik,PRAMEF14
B020004J07Rik,PRAMEF15
B020004J07Rik,PRAMEF8
B020004J07Rik,PRAMEF33
B020004J07Rik,PRAMEF19
B020004J07Rik,PRAMEF17
B020004J07Rik,PRAMEF20
Gm23538,RNU6-738P
Gm23668,RNA5SP70
Snora28,SNORA28
Gm23783,RNU6-1327P
Cyp2j9,CYP2J2
Gm22302,RNU6-843P
Trav13-4-dv7,TRAV22
Pramef20,PRAMEF12
Pramef20,PRAMEF1
Pramef20,PRAMEF11
Pramef20,PRAMEF2
Pramef20,PRAMEF6
Pramef20,PRAMEF7
Pramef20,PRAMEF10
Pramef20,PRAMEF4
Pramef20,PRAMEF27
Pramef20,PRAMEF25
Pramef20,PRAMEF26
Pramef20,PRAMEF9
Pramef20,PRAMEF13
Pramef20,PRAMEF18
Pramef20,PRAMEF5
Pramef20,PRAMEF14
Pramef20,PRAMEF15
Pramef20,PRAMEF8
Pramef20,PRAMEF33
Pramef20,PRAMEF19
Pramef20,PRAMEF17
Pramef20,PRAMEF20
Tead4,TEAD4
Tcof1,TCOF1
Npc2,NPC2
n-R5s82,RNA5SP287
Fndc3b,FNDC3B
Smg5,SMG5
Phka1,PHKA1
Gm25838,RN7SKP60
Cflar,CFLAR
Trav16,TRAV19
Oaz3,OAZ3
Gm24105,RN7SL666P
Gm26166,RNU6-1135P
Nipsnap2,NIPSNAP2
Pigv,PIGV
Gm24526,RNU1-52P
Prdm8,PRDM8
Gm26286,SNORA80A
Cyb561,CYB561
Ube2q1,UBE2Q1
Umps,UMPS
Casq2,CASQ2
Gnai2,GNAI2
Gm27783,RNA5SP357
Gm27783,RNA5SP522
Gm27783,RNA5SP358
Gm27783,RNA5SP521
Gm27783,RNA5SP488
Gm26387,SNORA66
Marcks,MARCKS
Tm4sf4,TM4SF4
Ctdnep1,CTDNEP1
Pqlc1,PQLC1
Galc,GALC
Wdr3,WDR3
Tmco3,TMCO3
Trav6d-4,TRAV9-2
Cyp2j11,CYP2J2
Lrrc41,LRRC41
Naaladl2,NAALADL2
Gm24410,RNU6-552P
Gm24410,RNU6-936P
Rusc1,RUSC1
Dhrs7c,DHRS7C
Rmnd1,RMND1
Hrnr,HRNR
Gm25464,RNU6-1086P
Dram2,DRAM2
Gm24601,RNA5-8SP7
n-R5s94,RNA5SP96
n-R5s94,RNA5SP41
Pyurf,PYURF
Aldh1b1,ALDH1B1
Gm6351,PRAMEF12
Gm6351,PRAMEF1
Gm6351,PRAMEF11
Gm6351,PRAMEF2
Gm6351,PRAMEF6
Gm6351,PRAMEF7
Gm6351,PRAMEF10
Gm6351,PRAMEF4
Gm6351,PRAMEF27
Gm6351,PRAMEF25
Gm6351,PRAMEF26
Gm6351,PRAMEF9
Gm6351,PRAMEF13
Gm6351,PRAMEF18
Gm6351,PRAMEF5
Gm6351,PRAMEF14
Gm6351,PRAMEF15
Gm6351,PRAMEF8
Gm6351,PRAMEF33
Gm6351,PRAMEF19
Gm6351,PRAMEF17
Gm6351,PRAMEF20
Rfx4,RFX4
Gm25623,RNU6-1039P
Gm25130,RNU1-104P
Gm25130,RNU1-70P
Gm25898,RNU6-965P
Gm25898,RNU6-308P
Spata19,SPATA19
Gm24564,SNORD113-3
Gm24502,RNU6-246P
Gm25382,RNU6-1232P
2610528J11Rik,C1orf210
Clcn2,CLCN2
Dnm1l,DNM1L
Rab19,RAB19
Gm25809,SNORD88A
Gm24030,RNU1-92P
Gm24030,RNVU1-2
Gm22235,RNU6-1069P
Fmc1,FMC1
Gm25558,RNU6-570P
Gm22325,RN7SKP39
Ankle2,ANKLE2
Ubn1,UBN1
Bpifb1,BPIFB1
Gm22219,RN7SKP2
Itk,ITK
Gbp8,GBP6
Avl9,AVL9
Atpif1,ATP5IF1
Gm25023,RNU6-27P
Rn7s1,RN7SL1
2410131K14Rik,C12orf49
Fam109a,PHETA1
Prmt8,PRMT8
Gm22035,RN7SKP33
Gm22290,RNU6-44P
Spata1,SPATA1
Hivep2,HIVEP2
Gm24676,RNU6-607P
Gm25119,SCARNA3
Bpifb3,BPIFB3
Rbp7,RBP7
Vat1l,VAT1L
Gm25153,RNU1-93P
Htr5a,HTR5A
Krt86,KRT81
Krt86,KRT86
Zfp112,ZNF112
Grasp,GRASP
Smarcal1,SMARCAL1
Tnni3,TNNI3
Ifi44,IFI44
Apaf1,APAF1
Gm21949,IQCJ-SCHIP1
Gm22502,RNU6-1083P
C87499,PRAMEF12
C87499,PRAMEF1
C87499,PRAMEF11
C87499,PRAMEF2
C87499,PRAMEF6
C87499,PRAMEF7
C87499,PRAMEF10
C87499,PRAMEF4
C87499,PRAMEF27
C87499,PRAMEF25
C87499,PRAMEF26
C87499,PRAMEF9
C87499,PRAMEF13
C87499,PRAMEF18
C87499,PRAMEF5
C87499,PRAMEF14
C87499,PRAMEF15
C87499,PRAMEF8
C87499,PRAMEF33
C87499,PRAMEF19
C87499,PRAMEF17
C87499,PRAMEF20
D7Ertd443e,C10orf90
Ror1,ROR1
Aldh2,ALDH2
Snord2,SNORD2
Gm23504,RNU6-344P
Cav2,CAV2
Zfp644,ZNF644
Gm24615,SNORA20B
Tgfbr3,TGFBR3
Gm22578,RNU6-1211P
Gm13697,CWC22
Trav12n-2,TRAV18
Fam186a,FAM186A
Gm23673,RN7SKP164
Tbx15,TBX15
Gm25045,RNU6-293P
Washc3,WASHC3
Mlec,MLEC
Pmpca,PMPCA
Sdccag3,ENTR1
Ackr3,ACKR3
Pmf1,PMF1
Fsd2,FSD2
Tagap,TAGAP
Dnah10,DNAH10
Gm22897,SCARNA4
Gm25660,RNA5SP509
Gm25660,RNA5SP347
Gm25313,RNU5B-1
n-R5s142,RNA5S13
Mgmt,MGMT
Inpp5e,INPP5E
Gm26252,SNORD32A
Capza2,CAPZA2
Pde1b,PDE1B
Abtb1,ABTB1
n-R5s210,RNA5SP25
Tulp4,TULP4
Tbxas1,TBXAS1
Vps26b,VPS26B
Tars2,TARS2
Trp53bp1,TP53BP1
Gm23895,RNU1-45P
Gm25644,RNU6-145P
Appl1,APPL1
Med13l,MED13L
Snord110,SNORD110
Methig1,METTL7A
Kcnc1,KCNC1
Sp1,SP1
Car14,CA14
Trav12-1,TRAV18
Gpx7,GPX7
Gm26163,SNORA73B
Gm26163,SNORA73A
Hpf1,HPF1
n-R5s23,RNA5SP115
Gm7982,PRAMEF12
Gm7982,PRAMEF1
Gm7982,PRAMEF11
Gm7982,PRAMEF2
Gm7982,PRAMEF6
Gm7982,PRAMEF7
Gm7982,PRAMEF10
Gm7982,PRAMEF4
Gm7982,PRAMEF27
Gm7982,PRAMEF25
Gm7982,PRAMEF26
Gm7982,PRAMEF9
Gm7982,PRAMEF13
Gm7982,PRAMEF18
Gm7982,PRAMEF5
Gm7982,PRAMEF14
Gm7982,PRAMEF15
Gm7982,PRAMEF8
Gm7982,PRAMEF33
Gm7982,PRAMEF19
Gm7982,PRAMEF17
Gm7982,PRAMEF20
Ireb2,IREB2
Gm26076,RNU6-309P
Gm22297,RNU6-470P
Snora35,SNORA35
Igsf10,IGSF10
Ccdc30,CCDC30
Gm23026,RNU6-1245P
Efna4,EFNA4
Naa11,NAA11
Gm23511,RNU1-136P
Gm13691,CWC22
Adgrg6,ADGRG6
Ap2m1,AP2M1
Gm24499,RNU6-908P
Med22,MED22
Cldn9,CLDN9
n-R5s73,RNA5SP400
Gm25370,SNORA55
Gm25580,RN7SKP133
Gm25580,RN7SKP213
Casp8,CASP8
Qser1,QSER1
BC028528,C1orf54
Ctss,CTSS
Zcchc14,ZCCHC14
Esyt3,ESYT3
Gm25048,RNU6-1172P
Isg20,ISG20
Yif1b,YIF1B
Gm22669,RN7SKP46
Snora43,SNORA17B
Gfm1,GFM1
Pkp2,PKP2
Rbl2,RBL2
Efcab14,EFCAB14
Tnfaip2,TNFAIP2
Fam83c,FAM83C
Dffa,DFFA
Pebp1,PEBP1
Atxn2,ATXN2
Gbx2,GBX2
Sergef,SERGEF
Gm26001,RNU6-1151P
Gm26001,RNU6-1113P
Gm26001,RNU6-851P
Gdpgp1,GDPGP1
Gm22615,SNORA32
Iqcg,IQCG
Gm22879,SNORD36B
Cfap54,CFAP54
Syndig1l,SYNDIG1L
Gm22090,RNU6-129P
Tal1,TAL1
Hspb8,HSPB8
Rce1,RCE1
Slc19a1,SLC19A1
Gm22265,RNU5A-8P
Cnot10,CNOT10
Gm25453,RNU6-73P
Gm22962,SNORD113-6
Trav15n-1,TRDV1
Guca2b,GUCA2B
Gm22416,SCARNA3
Ptpn21,PTPN21
Gm23501,RN7SKP51
Gm23501,RN7SKP18
Palld,PALLD
Etfdh,ETFDH
Kcnd2,KCND2
Dclre1b,DCLRE1B
Gm24892,RNU6-1168P
Son,SON
Nudt6,NUDT6
Snord12,SNORD12
Slc10a4,SLC10A4
Gm27959,RNA5SP153
Gm27959,RNA5SP253
Gm27959,RNA5SP254
Gm27959,RNA5SP342
Peak1,PEAK1
Gm23884,RN7SKP251
Itgb3bp,ITGB3BP
Barhl2,BARHL2
Krt83,KRT81
Krt83,KRT86
Dmwd,DMWD
Col8a1,COL8A1
Snora19,SNORA19
Trav14n-1,TRAV23DV6
Kcna10,KCNA10
Cyp2d9,CYP2D6
Cyp2d9,CYP2D7
Serp1,SERP1
Nccrp1,NCCRP1
Nrf1,NRF1
Anxa9,ANXA9
Lhx3,LHX3
Snora81,SNORA81
Foxl1,FOXL1
Ptpre,PTPRE
Xpnpep3,XPNPEP3
Lrrc8d,LRRC8D
Gm26249,RNU6ATAC16P
Tfec,TFEC
Calcoco1,CALCOCO1
Them4,THEM4
Lcmt2,LCMT2
Agbl4,AGBL4
Gm13694,CWC22
Rsrc1,RSRC1
Fam103a1,RAMMET
Pcsk1n,PCSK1N
Eif3g,EIF3G
Mnd1,MND1
Prdm2,PRDM2
Sec22a,SEC22A
Gbp3,GBP7
Gbp3,GBP4
Vtcn1,VTCN1
Ikzf4,IKZF4
Cenps,CENPS
Zfp605,ZNF605
Alpl,ALPL
Trpm6,TRPM6
Mmp13,MMP13
Plbd2,PLBD2
Lce3e,LCE3B
Trav7d-4,TRAV12-3
Bicdl1,BICDL1
Dpagt1,DPAGT1
Ncor2,NCOR2
Usp18,USP41
Krt81,KRT81
Krt81,KRT86
Amhr2,AMHR2
Arfip1,ARFIP1
Gm24507,SCARNA18
Gm23469,RNU6-604P
Raf1,RAF1
1700017N19Rik,C12orf50
Tat,TAT
Slain1,SLAIN1
Slc2a4,SLC2A4
Lekr1,LEKR1
Cdcp2,CDCP2
Ptprz1,PTPRZ1
Gm25848,SNORA79
Stag3,STAG3
Snord66,SNORD66
Gm22579,SNORA25
Fam72a,FAM72B
Ncapd3,NCAPD3
Napb,NAPB
Ppp6r3,PPP6R3
Gm25555,RNA5SP524
Smpd2,SMPD2
Gm23905,RNA5SP279
Mrpl46,MRPL46
Snord35b,SNORD35B
Gm23326,RNU6-56P
Ticrr,TICRR
Loxl2,LOXL2
Art3,ART3
Aadacl3,AADACL3
Gm22341,SNORA44
n-R5s134,RNA5S16
C2cd4d,C2CD4D
Gm25712,RNA5SP125
Gm25712,RNA5SP128
Gm25712,RNA5SP511
Gm23476,RN7SKP105
Gm23476,RN7SKP234
Gm23476,RN7SKP258
Gm23008,SNORD105B
Ctif,CTIF
Gm26079,SNORA49
Rtn4r,RTN4R
Uba3,UBA3
Gm25364,RNU6-630P
Vit,VIT
Muc20,MUC20
Vaultrc5,VTRNA1-3
Vaultrc5,VTRNA3-1P
Vaultrc5,VTRNA1-1
Vaultrc5,VTRNA1-2
Vaultrc5,VTRNA2-2P
Adgrg1,ADGRG1
Ifi44l,IFI44L
Stra8,STRA8
Xkr8,XKR8
n-R5s28,RNA5SP174
n-R5s28,RNA5SP528
Rorb,RORB
Trav13n-4,TRAV22
Agl,AGL
Fam198a,FAM198A
En2,EN2
Tmco2,TMCO2
Snora33,SNORA33
Gm26313,RN7SKP285
S100a4,S100A4
Gm25288,RN7SKP263
Gm25288,RN7SKP121
Gm25525,RNU6-44P
Scrt1,SCRT1
Tlr2,TLR2
Slc2a1,SLC2A1
Snord88c,SNORD88A
Gm22587,RN7SKP259
Cdkn2c,CDKN2C
Gm25625,RNA5SP471
Rnf133,RNF133
Gm23275,RNU6-575P
Gm23275,RNU6-920P
Cxcl11,CXCL11
Cd36,CD36
Ptprn2,PTPRN2
Gm23588,RNU6-328P
AU022252,C1orf50
Upk3bl,UPK3BL1
Ptgfr,PTGFR
Mkrn1,MKRN1
Spata6,SPATA6
Gm23119,SCARNA17
Park2,PRKN
Ighg2b,IGHG4
Ighg2b,IGHG2
Ighg2b,IGHG1
Ighg2b,IGHG3
Map1lc3b,MAP1LC3B
Snord59a,SNORD59A
Snord104,SNORD104
Gm24494,SNORD45A
Pilrb2,PILRA
Pilrb2,PILRB
Mtx1,MTX1
Adgrl4,ADGRL4
Gm26353,RN7SKP52
Gm26353,RN7SKP21
Gm24573,RNA5SP289
Gm24573,RNA5SP163
Paqr6,PAQR6
Gm9573,MUC21
Snora64,SNORA64
Dpyd,DPYD
Gm22442,SCARNA21
Fam196a,FAM196A
Lamp3,LAMP3
Atp6v1e2,ATP6V1E2
Snora62,SNORA62
Gm24859,RNU6-8
Ndst4,NDST4
Spdye4b,SPDYE6
Spdye4b,SPDYE2B
Spdye4b,SPDYE2
Spdye4b,SPDYE3
Gm25797,RNU6-644P
Gm25797,RNU6-1187P
Slc35e3,SLC35E3
Snord61,SNORD61
Ifngr2,IFNGR2
Apol8,APOL3
Apol8,APOL4
Apol8,APOL2
Apol8,APOL1
Gm26170,RNU1-52P
Gm22306,RNU6-36P
Rpn1,RPN1
Ap5m1,AP5M1
Gm25047,RNU6-314P
Fam109b,PHETA2
Sec16a,SEC16A
Galnt9,GALNT9
Commd2,COMMD2
Lrif1,LRIF1
Rsad1,RSAD1
Btbd1,BTBD1
Ccna2,CCNA2
Gm23370,SCARNA4
Gm25343,RNU6-1172P
Tigd2,TIGD2
Gm24415,RNU6-1167P
Gm24798,RNU6-1067P
Gucy1b1,GUCY1B1
Gpbp1,GPBP1
Usp19,USP19
Trav12n-3,TRAV18
Gm24527,RNU6-1281P
Gabrr1,GABRR1
Metap2,METAP2
Gm23875,RN7SKP113
Zc3h7b,ZC3H7B
Ccer2,CCER2
Snrpd2,SNRPD2
Gm26183,SCARNA17
Gm23553,RN7SKP256
Rab3c,RAB3C
Herc6,HERC6
Rcvrn,RCVRN
Gm25435,RN7SKP61
Myo16,MYO16
Hdac8,HDAC8
Dhdds,DHDDS
Jag1,JAG1
Gm23615,SNORD38C
n-R5s192,RNA5SP29
Gm26203,RNU6-197P
Gm22980,SNORD38B
Arpc3,ARPC3
Gm24611,RNU6-214P
Irs2,IRS2
Isy1,ISY1
Isy1,ISY1-RAB43
Gm23342,RNA5SP201
Gm25675,RNA5SP403
Chrna1,CHRNA1
Nap1l5,NAP1L5
Gm22567,RN7SL230P
Nras,NRAS
Hoxa3,HOXA3
Olfr802,OR6C1
Gm42878,MAPKAPK5
Bmp3,BMP3
Sptlc3,SPTLC3
Trav7-3,TRAV12-3
Usp17le,USP17L10
Usp17le,USP17L11
Usp17le,USP17L12
Usp17le,USP17L13
Usp17le,USP17L15
Usp17le,USP17L17
Usp17le,USP17L18
Usp17le,USP17L19
Usp17le,USP17L20
Usp17le,USP17L21
Usp17le,USP17L22
Usp17le,USP17L23
Usp17le,USP17L24
Usp17le,USP17L25
Usp17le,USP17L26
Usp17le,USP17L5
Usp17le,USP17L27
Usp17le,USP17L28
Usp17le,USP17L29
Usp17le,USP17L30
Trav7d-5,TRAV12-3
D430019H16Rik,C14orf132
Gm27659,RNU6-810P
Gm22935,RNU6-277P
Gm23854,RNU6-561P
Mrps11,MRPS11
Gm23245,SNORA22
Gm23245,SNORA22B
Gm23245,SNORA22C
Agbl3,AGBL3
Snord60,SNORD60
Gm26232,RNVU1-7
Xrn1,XRN1
Lta4h,LTA4H
Gm22005,RNU4-80P
Gm26130,SNORA29
Gm23691,RNU6-1092P
Gm23691,RNU6-918P
Gm22351,RNU6-537P
Scamp3,SCAMP3
Traj53,TRAJ53
Tec,TEC
n-R5s144,RNA5S1
Tmem37,TMEM37
Fgb,FGB
Cyp2d11,CYP2D6
Cyp2d11,CYP2D7
Gm26360,RNU6-659P
Dcst2,DCST2
Gm23901,RNU6-507P
Gm23901,RNU6-1137P
Gm23901,RNU6-234P
Acad9,ACAD9
Slc5a9,SLC5A9
Snora24,SNORA24
Ctsk,CTSK
Olfr825,OR9K2
Gm26008,RNU6-365P
Gm25600,RNU6-370P
Gm26403,RNU6-1198P
Rptn,RPTN
Marf1,MARF1
n-R5s12,RNA5SP127
Trav14n-3,TRAV23DV6
Ighg3,IGHG4
Ighg3,IGHG2
Ighg3,IGHG1
Ighg3,IGHG3
Nsun4,NSUN4
Sept14,SEPT14
Pi4ka,PI4KA
Gm26072,RNU6-1147P
Sqle,SQLE
